Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,Fantasy Violence,No Interactive Elements,"This is an action game in which players control Teenage Mutant Ninja Turtles through levels of enemies. As players attempt to foil Shredder''s evil plans, they use various weapons (katanas, staffs, nunchuks) to defeat cartoony enemies (e.g., soldiers, droids, mutant creatures) in beat-em-up-style fighting. Characters can also use special attacks (e.g., tornadoes, fiery blasts, electric surges) to inflict wider damage. Some enemies can shoot stylized lasers, flames, or energy bursts at players'' character."
Boardwalk Arcade 2,Nintendo Switch,E,Mild Fantasy Violence,No Interactive Elements,"This is a simulation game in which players can engage in boardwalk-themed mini-games. Mini-games can include bowling, darts, skee-ball, whack-a-mole, ring toss, frog launch, and basketball. In a shooting gallery game, players use a targeting reticule to shoot at cutouts of animals and UFOs."
Toaplan Arcade Garage: Kyukyoku Tiger-Heli,"PlayStation 4, Nintendo Switch",E10+,Fantasy Violence,No Interactive Elements,"This is a collection of ten arcade-style action games in which players control helicopters and robots through levels of enemies. Most games allow players to control helicopters that shoot projectiles at enemies (e.g., planes, tanks, drones); games are presented from a top-down, scrolling perspective, highlighted by explosions and gunfire. One side-scrolling game allows players to control a robot soldier that punches and uses laser fire to attack enemies; the beat-''em-gameplay depicts depleting health bars, various attacks (e.g., Speed Punch, Fire Punch, Super Punch), and protracted boss battles."
Double Dragon Collection,Nintendo Switch,E10+,"Language,Mild Blood,Mild Violence",No Interactive Elements,"This is a collection of arcade-style action-fighting games in which players assume the roles of brothers on a rescue mission. From a side-scrolling perspective, players traverse 2D environments to battle human enemies in “beat-''em-up”-style combat. Players defeat enemies by using melee attacks and small weapons (e.g., knives, whips, bats). In one game, pixelated blood-splatter effects occur when enemies are struck by knives; still-images can depict boss characters with small steaks of blood. The word “bastard” appears in the game."
Outward Definitive Edition,Nintendo Switch,M,"Blood and Gore,Partial Nudity,Violence",Users Interact (Switch),"This is a role-playing game in which players assume the role of a fighter involved in a war between three factions. From a third-person perspective, players explore caves and towns, perform quests, and battle various enemies (e.g., wolves, ghouls, skeletons, humans). Characters use swords, clubs, and magic attacks (e.g., blasts of fire and ice) to kill enemies in melee combat. Successful hits are accompanied by splashes of blood, and several environments depict corpses and/or large bloodstains. Some areas contain dismembered or mutilated corpses; several of these corpses are depicted with exposed breasts and/or buttocks."
Zero to Dance Hero,Nintendo Switch,E,No Descriptors,No Interactive Elements,This is a fitness game in which players can learn various dance steps/routines while following along with on-screen avatars. Players can track calories burned while they dance freely in Free Mode or learn steps/skills in Lesson Mode.
MADiSON VR,PlayStation 5,M,"Blood and Gore,Partial Nudity,Strong Language,Violence",No Interactive Elements,"This is a survival horror game in which players assume the role of a character (Luka) facing down three demons while trying to unravel a mystery. As players make their way through a large house, they must solve puzzles and collect clues to further the storyline. Demons sometimes attack players, resulting in players'' stumbling, struggling, or having blood on their hands. Audio tapes depict characters screaming in horror/pain as if being attacked. One sequence depicts a character hanging themselves from a first-person perspective. A demon''s bloody entrails can be seen hanging from its abdomen, and one room contains multiple severed limbs. During the course of the game, a human-like creature briefly appears topless. The words “f**k” and “sh*t” appear in the dialogue."
SaGa: Emerald Beyond,Windows PC,T,"Fantasy Violence,Mild Language,Suggestive Themes",No Interactive Elements,"This is a role-playing game in which players assume the roles of heroes completing quests in fantasy worlds. Players explore new worlds, interact with characters, and engage in turn-based combat with human and fantastical enemies (e.g., insect creatures, dragons, robots). Players select melee-style attacks, weapons (e.g., swords, axes, daggers, pistols), and magic from a menu to defeat enemies. Battles are highlighted by impact sounds, colorful light effects, and brief slow-motion effects. Some female characters are designed with revealing outfits (e.g., deep cleavage, partially exposed buttocks); the camera occasionally pans/focuses on their bodies. The text/dialogue also includes suggestive material (e.g., “More than friends but less than lovers…”; “…was too busy hooking up with Fred…”; “…one of them must spend a ''night of service'' with him.”). The words “bastard” and “p*ss” appear in the game."
Chicory: A Colorful Tale,"PlayStation 4, PlayStation 5, Nintendo Switch",E10+,"Comic Mischief,Mild Fantasy Violence,Mild Suggestive Themes",No Interactive Elements,No Rating Summary
Truck & Logistics Simulator,"PlayStation 5, Nintendo Switch",E,No Descriptors,"Users Interact (Switch,PlayStation 5)",No Rating Summary
Lost Ruins,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Blood and Gore,Suggestive Themes,Violence",No Interactive Elements,No Rating Summary
Hidden Objects Collection 5: Detective Stories,Nintendo Switch,T,"Mild Blood,Mild Language,Mild Violence",No Interactive Elements,"This is a collection of ten hidden-object games in which players follow detectives through criminal cases. Players solve puzzles and search for specific items among screens of jumbled objects to advance storylines. Some games depict instances of violence or the aftermath of violence: a character held at gunpoint; a detective shot; a bound victim stabbed offscreen; a murder victim on the ground; historical war footage of explosions and soldiers shooting machine guns. Violence is also referenced in the dialogue/text (e.g., “The report says she was tied, and her wrists were cut. Only after she had lost all her blood she was stabbed in the heart.”). The game occasionally depicts red blood: bloody handprints; body outlines with small splatters of blood; a cup of blood. The word “bastard” is heard in the game."
