Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
Hot Wheels Rift Rally,"PlayStation 4, PlayStation 5",E,"Comic Mischief,Mild Fantasy Violence","In-Game Purchases (PlayStation 4,PlayStation 5)","This is a racing game in which players build and customize tracks, environments, and vehicles to use in augmented-reality events. Players can sometimes use special abilities/weapons to slow down other racers: mines, exploding barrels, missiles, tidal waves, energy drain. Cars briefly spin out and slow down when struck, with brief explosions. License plates contain various comical phrases (e.g., “Sewr-Gasr,” “Plop-N-Go,” “Deuce”); flatulence sound effects sometimes occur."
Paranormasight: The Seven Mysteries of Honjo,Windows PC,M,"Blood,Strong Language,Violence",No Interactive Elements,"This is a visual novel/puzzle game in which players control multiple characters as they try to solve various mysteries surrounding a curse. Gameplay consists of choosing dialogue options and clicking on various people and objects to learn more about them. Characters often discuss gruesome details while examining crime scenes and victims. Some scenes depict corpses lying in pools or splatters of blood; other sequences depict characters burning on fire. The words “f**k,” “sh*t,” and “a*shole” appear in the game."
Company of Heroes 3: Console Edition,"PlayStation 5, Xbox Series",M,"Blood and Gore,Strong Language,Violence","Users Interact (Xbox Series,PlayStation 5)","This is a real-time strategy game in which players lead an army to battle in Italy and North Africa during World War II. From a top-down perspective, players command military units (e.g., infantry, tanks, artillery) across various battlefields. Soldiers use machine guns, flamethrowers, and explosives to kill enemies in frenetic combat. Firefights are highlighted by realistic gunfire, blood puffs, and explosions. Some explosives/mortar attacks cause soldiers to break apart, with depictions of blood and/or body parts on the ground. The word “f**k” is heard in the game."
Etrian Odyssey HD,"Windows PC, Nintendo Switch",T,"Fantasy Violence,Suggestive Themes",No Interactive Elements,"This is a role-playing game in which players assume the role of an explorer uncovering the mysteries of an underground labyrinth. Players explore maze-like environments and engage in turn-based combat against human enemies and fantasy creatures (e.g., dragons, plant creatures, giant spiders). Players select weapon and magic attacks from a menu; attack moves are accompanied by light effects, impact sounds, and hit-point values. Some female characters are designed with revealing outfits (e.g., hair obscuring breasts and groin; deep cleavage; partially exposed breasts); one character''s attacks are suggestively named (e.g., Cuffs, Gag, Ecstasy, Climax)."
Etrian Odyssey II HD,"Windows PC, Nintendo Switch",T,"Alcohol Reference,Fantasy Violence,Mild Language,Suggestive Themes",No Interactive Elements,"This is a role-playing game in which players assume the role of an explorer uncovering the mysteries of a labyrinth. Players explore the labyrinth and engage in turn-based combat against human enemies and fantasy creatures (e.g., giant insects, harpies, fishmen). Players select weapon and magic attacks from a menu; attack moves are accompanied by light effects, impact sounds, and hit-point values. Some female characters and creatures are depicted with deep cleavage and/or partially exposed breasts; one character''s attacks are suggestively named (e.g., Cuffs, Gag, Ecstasy, Climax). The game contains references to alcohol in the dialogue (e.g., “...[H]ooch is easy to get, but my whiskey''s another story”; “He could take care of burglars, rowdy drunks...""; “I''ve been partying every day and getting drunk every night...""); one quest requires players'' character to obtain ingredients to make an alcoholic drink. The word “bastard” appears in the game."
Etrian Odyssey III HD,"Windows PC, Nintendo Switch",T,"Alcohol and Tobacco Reference,Fantasy Violence,Mild Language,Suggestive Themes",No Interactive Elements,"This is a role-playing game in which players search for a mysterious hidden labyrinth in the fictional city of Armoroad. As players explore dungeon-like environments, they engage in turn-based battles against various monsters (e.g., giant frogs, lava beasts, mutated creatures). Players take turns selecting attack moves/skills from a menu, with actions conveyed via impact sounds and dwindling hit points. Some female characters and monsters are designed with revealing outfits (e.g., deep cleavage, exposure of undersides of breasts). During the course of the game, players can visit a bistro in town and purchase ale or wine for patrons in order to obtain quest information; one quest involves transporting a gift of alcohol to a character in the field. One character is often depicted holding a cigar. The words “b*tch,” “bastard,” and “p*ssed” appear in the game."
Risk System,PlayStation 4,E10+,"Fantasy Violence,Mild Blood",No Interactive Elements,No Rating Summary
Mercenaries Rebirth: Call of the Wild Lynx,"PlayStation 4, Nintendo Switch",E10+,"Fantasy Violence,Mild Language,Mild Suggestive Themes",No Interactive Elements,No Rating Summary
Daymare: 1994 Sandcastle,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",M,"Blood and Gore,Intense Violence,Strong Language",No Interactive Elements,"This is a third-person shooter in which players assume the role of a specialized soldier (Dalila Reyes) exploring a ruined research center. Players explore various rooms (e.g., prisons, labs), solve puzzles, search for clues, and battle reanimated corpses/zombies in frenetic combat. Players use machine guns, shotguns, explosives, and blasts of ice to kill attacking enemies and boss creatures; combat is highlighted by frequent gunfire, explosions, and blood-splatter effects. Some weapons allow players to decapitate enemies and/or blow them into chunks of flesh; post-mortem damage allows players to keep shooting at corpses, resulting in blood and dismemberment. Several rooms also contain dismembered/mutilated corpses, limbs, and/or large blood stains. The words “f**k” and “sh*t” appear in the game."
Fairy Fencer F: Refrain Chord,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Fantasy Violence,Language,Mild Blood,Suggestive Themes,Use of Alcohol",No Interactive Elements,"This is a tactical role-playing game in which players assume the role of warriors battling an evil corporation. From a 3/4-overhead perspective, players explore a fantasy world, interact with characters, and engage in turn-based combat against enemy forces (e.g., soldiers, fairies, mages). Combat take place on grid-based battlefields, as players select attacks from a menu (e.g., using swords, bows, laser blasters, magic spells); brief animated sequences depict characters performing the attacks. One still-image sequence depicts a blood-splatter effect after a character is slashed across the chest. The game contains some suggestive material in the dialogue (e.g., “You can touch Tiara''s boobs as much as you want”; “Galdo picked up a new nudie mag, and it''s incredible”; “Let me...inside you, Eryn.”). Some female characters are designed with revealing outfits (e.g., low-cut tops, deep cleavage) and breast-jiggle effects. Players can occasionally encounter characters consuming alcohol (e.g., “Good and have a good sip of wine…Gugh! Ugh…ngh...""; ""Drink it”''; “You reek of booze...Who''ve you been drinking with at this hour?”). The words “sh*t” and “a*shole” appear in the game."
Labyrinth of Galleria: The Moon Society,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",M,"Blood,Drug Reference,Fantasy Violence,Partial Nudity,Sexual Themes,Strong Language",No Interactive Elements,"This is a turn-based role-playing game in which players follow a group of witches as they explore a mysterious labyrinth. As players traverse dungeon/labyrinth locations, they battle fantastical enemies (e.g., mushrooms, demons, puppets), select attack moves/spells from a menu, then watch their characters strike enemies. Combat is highlighted by impact sounds, screen-shaking effects, cries of pain, and dwindling health bars/hit points. One cutscene depicts a character hanging from a noose; other scenes depict characters with blood-splattered clothing or blood on their faces. The game contains some sexual material, largely in dialogue (e.g., “…[T]his one will curse off the genitals of any man who touches it”; “Oh, lovemaking? Hmm, Mr. Konyac and his wife are always at it”; “Do boobs grow that big at 17?...Lemme squeeze that padding of yours.”). One dialogue sequence involves a 17-year-old character discussing her sexual experiences: ""I''ve done it with the neighborhood boys, older guys, teachers…” Some demon characters are depicted partially nude (e.g., topless, hair barely covering breasts). Opium is briefly mentioned in dialogue. The words “f**k” and “sh*t” appear in the game."
